n_interven,personaje,texto,jornada,versos,n_versos
117,CLARÍN,"    ¡La libertad y el Rey vivan!
Vivan muy enhorabuena,
que a mí nada me da pena,
como en cuenta me reciban; 
    que yo, apartado este día
en tan grande confusión,
haga el papel de Nerón
que de nada se dolía.
    Si bien me quiero doler 
de algo, y ha de ser de mí;
escondido, desde aquí
toda la fiesta he de ver.
    El sitio es oculto y fuerte
entre estas peñas. Pues ya 
la muerte no me hallará,
dos higas para la muerte.",3,"['    ¡La libertad y el Rey vivan!', 'Vivan muy enhorabuena,', 'que a mí nada me da pena,', 'como en cuenta me reciban; ', '    que yo, apartado este día', 'en tan grande confusión,', 'haga el papel de Nerón', 'que de nada se dolía.', '    Si bien me quiero doler ', 'de algo, y ha de ser de mí;', 'escondido, desde aquí', 'toda la fiesta he de ver.', '    El sitio es oculto y fuerte', 'entre estas peñas. Pues ya ', 'la muerte no me hallará,', 'dos higas para la muerte.']",16
118,BASILIO,"    ¿Hay más infelice rey?
¿Hay padre más perseguido?",3,"['    ¿Hay más infelice rey?', '¿Hay padre más perseguido?']",2
119,CLOTALDO,"Ya tu ejército vencido 
baja sin tino ni ley.",3,"['Ya tu ejército vencido ', 'baja sin tino ni ley.']",2
120,ASTOLFO,"    Los traidores vencedores
quedan.",3,"['    Los traidores vencedores', 'quedan.']",2
121,BASILIO,"En batallas tales
los que vencen son leales,
los vencidos los traidores. 
    Huyamos, Clotaldo, pues,
del crüel, del inhumano
rigor de un hijo tirano.",3,"['En batallas tales', 'los que vencen son leales,', 'los vencidos los traidores. ', '    Huyamos, Clotaldo, pues,', 'del crüel, del inhumano', 'rigor de un hijo tirano.']",6
122,CLARÍN,¡Válgame el cielo!,3,['¡Válgame el cielo!'],1
123,ASTOLFO,"¿Quién es
    este infelice soldado 
que a nuestros pies ha caído
en sangre todo teñido?",3,"['¿Quién es', '    este infelice soldado ', 'que a nuestros pies ha caído', 'en sangre todo teñido?']",4
124,CLARÍN,"Soy un hombre desdichado,
    que por quererme guardar
de la muerte, la busqué. 
Huyendo della, topé
con ella, pues no hay lugar
    para la muerte secreto.
De donde claro se arguye
de quien más su efeto huye 
es quien se llega a su efeto.
    Por eso tornad, tornad
a la lid sangrienta luego;
que entre las armas y el fuego
hay mayor seguridad 

    que en el monte más guardado;
que no hay seguro camino
a la fuerza del destino
y a la inclemencia del hado.
    Y así, aunque a libraros vais 
de la muerte con hüir,
mirad que vais a morir,
si está de Dios que muráis.
 (Cae dentro.) ",3,"['Soy un hombre desdichado,', '    que por quererme guardar', 'de la muerte, la busqué. ', 'Huyendo della, topé', 'con ella, pues no hay lugar', '    para la muerte secreto.', 'De donde claro se arguye', 'de quien más su efeto huye ', 'es quien se llega a su efeto.', '    Por eso tornad, tornad', 'a la lid sangrienta luego;', 'que entre las armas y el fuego', 'hay mayor seguridad ', '    que en el monte más guardado;', 'que no hay seguro camino', 'a la fuerza del destino', 'y a la inclemencia del hado.', '    Y así, aunque a libraros vais ', 'de la muerte con hüir,', 'mirad que vais a morir,', 'si está de Dios que muráis.', ' (Cae dentro.) ']",22
125,BASILIO,"Mirad que vais a morir,
si está de Dios que muráis. 
    ¡Qué bien, ay cielos, persuade
nuestro error, nuestra ignorancia,
a mayor conocimiento
este cadáver que habla
por la boca de una herida, 
siendo el humor que desata
sangrienta lengua que enseña
que son diligencias vanas
del hombre cuantas dispone
contra mayor fuerza y causa! 
Pues yo, por librar de muertes
y sediciones mi patria,
vine a entregarla a los mismos
de quien pretendí librarla.",3,"['Mirad que vais a morir,', 'si está de Dios que muráis. ', '    ¡Qué bien, ay cielos, persuade', 'nuestro error, nuestra ignorancia,', 'a mayor conocimiento', 'este cadáver que habla', 'por la boca de una herida, ', 'siendo el humor que desata', 'sangrienta lengua que enseña', 'que son diligencias vanas', 'del hombre cuantas dispone', 'contra mayor fuerza y causa! ', 'Pues yo, por librar de muertes', 'y sediciones mi patria,', 'vine a entregarla a los mismos', 'de quien pretendí librarla.']",16
126,CLOTALDO,"Aunque el hado, señor, sabe 
todos los caminos, y halla
a quien busca entre lo espeso
de dos penas, no es cristiana
determinación decir
que no hay reparo a su saña. 
Sí hay, que el prudente varón
vitoria del hado alcanza;
y si no estás reservado
de la pena y la desgracia,
haz por donde te reserves. ",3,"['Aunque el hado, señor, sabe ', 'todos los caminos, y halla', 'a quien busca entre lo espeso', 'de dos penas, no es cristiana', 'determinación decir', 'que no hay reparo a su saña. ', 'Sí hay, que el prudente varón', 'vitoria del hado alcanza;', 'y si no estás reservado', 'de la pena y la desgracia,', 'haz por donde te reserves. ']",11
127,ASTOLFO,"Clotaldo, señor, te habla
como prudente varón
que madura edad alcanza,
yo como joven valiente.
Entre las espesas ramas 
dese monte está un caballo,
veloz aborto del aura;
huye en él, que yo entre tanto
te guardaré las espaldas.",3,"['Clotaldo, señor, te habla', 'como prudente varón', 'que madura edad alcanza,', 'yo como joven valiente.', 'Entre las espesas ramas ', 'dese monte está un caballo,', 'veloz aborto del aura;', 'huye en él, que yo entre tanto', 'te guardaré las espaldas.']",9
128,BASILIO,"Si está de Dios que yo muera, 
o si la muerte me aguarda,
aquí, hoy la quiero buscar,
esperando cara a cara.",3,"['Si está de Dios que yo muera, ', 'o si la muerte me aguarda,', 'aquí, hoy la quiero buscar,', 'esperando cara a cara.']",4
129,SEGISMUNDO,"En lo intrincado del monte,
entre sus espesas ramas, 
el Rey se esconde. Seguilde,
no quede en sus cumbres planta
que no examine el cuidado,
tronco a tronco, y rama a rama.",3,"['En lo intrincado del monte,', 'entre sus espesas ramas, ', 'el Rey se esconde. Seguilde,', 'no quede en sus cumbres planta', 'que no examine el cuidado,', 'tronco a tronco, y rama a rama.']",6
130,CLOTALDO,"¡Huye, señor!",3,"['¡Huye, señor!']",1
131,BASILIO,"¿Para qué?
",3,['¿Para qué?'],1
132,ASTOLFO,¿Qué intentas?,3,['¿Qué intentas?'],1
133,BASILIO,"Astolfo, aparta.",3,"['Astolfo, aparta.']",1
134,CLOTALDO,¿Qué intentas?,3,['¿Qué intentas?'],1
135,BASILIO,"Hacer, Clotaldo,
un remedio que me falta.
Si a mí buscándome vas,
ya estoy, príncipe, a tus plantas; 
sea dellas blanca alfombra
esta nieve de mis canas.
Pisa mi cerviz, y huella
mi corona; postra, arrastra
mi decoro y mi respeto; 
toma de mi honor venganza;

sírvete de mí cautivo;
y tras prevenciones tantas,
cumpla el hado su homenaje,
cumpla el cielo su palabra. ",3,"['Hacer, Clotaldo,', 'un remedio que me falta.', 'Si a mí buscándome vas,', 'ya estoy, príncipe, a tus plantas; ', 'sea dellas blanca alfombra', 'esta nieve de mis canas.', 'Pisa mi cerviz, y huella', 'mi corona; postra, arrastra', 'mi decoro y mi respeto; ', 'toma de mi honor venganza;', 'sírvete de mí cautivo;', 'y tras prevenciones tantas,', 'cumpla el hado su homenaje,', 'cumpla el cielo su palabra. ']",14
136,SEGISMUNDO,"Corte ilustre de Polonia,
que de admiraciones tantas
sois testigos, atended,
que vuestro príncipe os habla.
Lo que está determinado 
del cielo, y en azul tabla
Dios con el dedo escribió,
de quien son cifras y estampas
tantos papeles azules
que adornan letras doradas, 
nunca miente, nunca engaña,
porque quien miente y engaña
es quien, para usar mal dellas,
las penetra y las alcanza.
Mi padre, que está presente, 
por excusarse a la saña
de mi condición, me hizo
un bruto, una fiera humana;
de suerte que, cuando yo
por mi nobleza gallarda, 
por mi sangre generosa,
por mi condición bizarra,
hubiera nacido dócil
y humilde, sólo bastara
tal género de vivir, 
tal linaje de crianza,
a hacer fieras mis costumbres.
¡Qué buen modo de estorbarlas!
Si a cualquier hombre dijesen:
«Alguna fiera inhumana 
te dará muerte», ¿escogiera
buen remedio en despertalla
cuando estuviese durmiendo?
Si dijeran: «Esta espada

que traes ceñida ha de ser 
quien te dé la muerte», vana
diligencia de evitarlo
fuera entonces desnudarla
y ponérsela a los pechos.
Si dijesen: «Golfos de agua 
han de ser tu sepultura
en monumentos de plata»,
mal hiciera en darse al mar,
cuando soberbio levanta
rizados montes de nieve, 
de cristal crespas montañas.
Lo mismo le ha sucedido
que a quien, porque le amenaza
una fiera, la despierta;
que a quien, temiendo una espada 
la desnuda; y que a quien mueve
las ondas de una borrasca;
y cuando fuera (escuchadme)
dormida fiera mi saña,
templada espada mi furia, 
mi rigor quieta bonanza,
la fortuna no se vence
con injusticia y venganza,
porque antes se incita más.
Y así, quien vencer aguarda 
a su fortuna, ha de ser
con prudencia y con templanza.
No antes de venir el daño
se reserva ni se guarda
quien le previene; que aunque 
puede humilde (cosa es clara)
reservarse dél, no es
sino después que se halla
en la ocasión, porque aquesta
no hay camino de estorbarla. 
Sirva de ejemplo este raro
espectáculo, esta extraña

admiración, este horror,
este prodigio; pues nada
es más que llegar a ver, 
con prevenciones tan varias,
rendido a mis pies a un padre,
y atropellado a un monarca.
Sentencia del cielo fue;
por más que quiso estorbarla 
él no pudo, ¿y podré yo
que soy menor en las canas,
en el valor y en la ciencia
vencerla? Señor, levanta,
dame tu mano; que ya 
que el cielo te desengaña
de que has errado en el modo
de vencerle, humilde aguarda
mi cuello a que tú te vengues;
rendido estoy a tus plantas. ",3,"['Corte ilustre de Polonia,', 'que de admiraciones tantas', 'sois testigos, atended,', 'que vuestro príncipe os habla.', 'Lo que está determinado ', 'del cielo, y en azul tabla', 'Dios con el dedo escribió,', 'de quien son cifras y estampas', 'tantos papeles azules', 'que adornan letras doradas, ', 'nunca miente, nunca engaña,', 'porque quien miente y engaña', 'es quien, para usar mal dellas,', 'las penetra y las alcanza.', 'Mi padre, que está presente, ', 'por excusarse a la saña', 'de mi condición, me hizo', 'un bruto, una fiera humana;', 'de suerte que, cuando yo', 'por mi nobleza gallarda, ', 'por mi sangre generosa,', 'por mi condición bizarra,', 'hubiera nacido dócil', 'y humilde, sólo bastara', 'tal género de vivir, ', 'tal linaje de crianza,', 'a hacer fieras mis costumbres.', '¡Qué buen modo de estorbarlas!', 'Si a cualquier hombre dijesen:', '«Alguna fiera inhumana ', 'te dará muerte», ¿escogiera', 'buen remedio en despertalla', 'cuando estuviese durmiendo?', 'Si dijeran: «Esta espada', 'que traes ceñida ha de ser ', 'quien te dé la muerte», vana', 'diligencia de evitarlo', 'fuera entonces desnudarla', 'y ponérsela a los pechos.', 'Si dijesen: «Golfos de agua ', 'han de ser tu sepultura', 'en monumentos de plata»,', 'mal hiciera en darse al mar,', 'cuando soberbio levanta', 'rizados montes de nieve, ', 'de cristal crespas montañas.', 'Lo mismo le ha sucedido', 'que a quien, porque le amenaza', 'una fiera, la despierta;', 'que a quien, temiendo una espada ', 'la desnuda; y que a quien mueve', 'las ondas de una borrasca;', 'y cuando fuera (escuchadme)', 'dormida fiera mi saña,', 'templada espada mi furia, ', 'mi rigor quieta bonanza,', 'la fortuna no se vence', 'con injusticia y venganza,', 'porque antes se incita más.', 'Y así, quien vencer aguarda ', 'a su fortuna, ha de ser', 'con prudencia y con templanza.', 'No antes de venir el daño', 'se reserva ni se guarda', 'quien le previene; que aunque ', 'puede humilde (cosa es clara)', 'reservarse dél, no es', 'sino después que se halla', 'en la ocasión, porque aquesta', 'no hay camino de estorbarla. ', 'Sirva de ejemplo este raro', 'espectáculo, esta extraña', 'admiración, este horror,', 'este prodigio; pues nada', 'es más que llegar a ver, ', 'con prevenciones tan varias,', 'rendido a mis pies a un padre,', 'y atropellado a un monarca.', 'Sentencia del cielo fue;', 'por más que quiso estorbarla ', 'él no pudo, ¿y podré yo', 'que soy menor en las canas,', 'en el valor y en la ciencia', 'vencerla? Señor, levanta,', 'dame tu mano; que ya ', 'que el cielo te desengaña', 'de que has errado en el modo', 'de vencerle, humilde aguarda', 'mi cuello a que tú te vengues;', 'rendido estoy a tus plantas. ']",90
137,BASILIO,"Hijo, que tan noble acción
otra vez en mis entrañas
te engendra, príncipe eres.
A ti el laurel y la palma
se te deben. Tú venciste; 
corónente tus hazañas.",3,"['Hijo, que tan noble acción', 'otra vez en mis entrañas', 'te engendra, príncipe eres.', 'A ti el laurel y la palma', 'se te deben. Tú venciste; ', 'corónente tus hazañas.']",6
138,TODOS,"¡Viva Segismundo, viva!",3,"['¡Viva Segismundo, viva!']",1
139,SEGISMUNDO,"Pues que ya vencer aguarda
mi valor grandes vitorias,
hoy ha de ser la más alta 
vencerme a mí. Astolfo dé
la mano luego a Rosaura,
pues sabe que de su honor
es deuda y yo he de cobrarla.",3,"['Pues que ya vencer aguarda', 'mi valor grandes vitorias,', 'hoy ha de ser la más alta ', 'vencerme a mí. Astolfo dé', 'la mano luego a Rosaura,', 'pues sabe que de su honor', 'es deuda y yo he de cobrarla.']",7
140,ASTOLFO,"Aunque es verdad que la debo 
obligaciones, repara
que ella no sabe quién es;
y es bajeza y es infamia
casarme yo con mujer...",3,"['Aunque es verdad que la debo ', 'obligaciones, repara', 'que ella no sabe quién es;', 'y es bajeza y es infamia', 'casarme yo con mujer...']",5
141,CLOTALDO,"No prosigas, tente, aguarda; 

porque Rosaura es tan noble
como tú, Astolfo, y mi espada
lo defenderá en el campo;
que es mi hija, y esto basta.",3,"['No prosigas, tente, aguarda; ', 'porque Rosaura es tan noble', 'como tú, Astolfo, y mi espada', 'lo defenderá en el campo;', 'que es mi hija, y esto basta.']",5
142,ASTOLFO,¿Qué dices?,3,['¿Qué dices?'],1
143,CLOTALDO,"Que yo hasta verla

casada, noble y honrada,
no la quise descubrir.
La historia desto es muy larga;
pero, en fin, es hija mía.",3,"['Que yo hasta verla', 'casada, noble y honrada,', 'no la quise descubrir.', 'La historia desto es muy larga;', 'pero, en fin, es hija mía.']",5
144,ASTOLFO,"Pues siendo así, mi palabra 
cumpliré.",3,"['Pues siendo así, mi palabra ', 'cumpliré.']",2
145,SEGISMUNDO,"Pues, porq[ue] Estrella
no quede desconsolada,
viendo que príncipe pierde
de tanto valor y fama,
de mi propia mano yo 
con esposo he de casarla
que en méritos y fortuna
si no le excede, le iguala.
Dame la mano.",3,"['Pues, porq[ue] Estrella', 'no quede desconsolada,', 'viendo que príncipe pierde', 'de tanto valor y fama,', 'de mi propia mano yo ', 'con esposo he de casarla', 'que en méritos y fortuna', 'si no le excede, le iguala.', 'Dame la mano.']",9
146,ESTRELLA,"Yo gano
en merecer dicha tanta. ",3,"['Yo gano', 'en merecer dicha tanta. ']",2
147,SEGISMUNDO,"A Clotaldo, que leal
sirvió a mi padre, le aguardan
mis brazos, con las mercedes
que él pidiere que le haga.",3,"['A Clotaldo, que leal', 'sirvió a mi padre, le aguardan', 'mis brazos, con las mercedes', 'que él pidiere que le haga.']",4
148,[SOLDADO] 1.º,"Si así a quien no te ha servido 
honras, ¿a mí, que fui causa
del alboroto del reino,
y de la torre en que estabas
te saqué, qué me darás?",3,"['Si así a quien no te ha servido ', 'honras, ¿a mí, que fui causa', 'del alboroto del reino,', 'y de la torre en que estabas', 'te saqué, qué me darás?']",5
149,SEGISMUNDO,"La torre; y porque no salgas 
della nunca hasta morir,
has de estar allí con guardas;
que el traidor no es menester
siendo la traición pasada.",3,"['La torre; y porque no salgas ', 'della nunca hasta morir,', 'has de estar allí con guardas;', 'que el traidor no es menester', 'siendo la traición pasada.']",5
150,BASILIO,Tu ingenio a todos admira. ,3,['Tu ingenio a todos admira. '],1
151,ASTOLFO,¡Qué condición tan mudada!,3,['¡Qué condición tan mudada!'],1
152,ROSAURA,¡Qué discreto y qué prudente!,3,['¡Qué discreto y qué prudente!'],1
153,SEGISMUNDO,"¿Qué os admira? ¿Qué os espanta,
si fue mi maestro un sueño,
y estoy temiendo en mis ansias 
que he de despertar y hallarme
otra vez en mi cerrada
prisión? Y cuando no sea,
el soñarlo sólo basta;
pues así llegué a saber 
que toda la dicha humana,
en fin, pasa como sueño.
Y quiero hoy aprovecharla
el tiempo que me durare,
pidiendo de nuestras faltas 
perdón, pues de pechos nobles
es tan propio el perdonarlas.",3,"['¿Qué os admira? ¿Qué os espanta,', 'si fue mi maestro un sueño,', 'y estoy temiendo en mis ansias ', 'que he de despertar y hallarme', 'otra vez en mi cerrada', 'prisión? Y cuando no sea,', 'el soñarlo sólo basta;', 'pues así llegué a saber ', 'que toda la dicha humana,', 'en fin, pasa como sueño.', 'Y quiero hoy aprovecharla', 'el tiempo que me durare,', 'pidiendo de nuestras faltas ', 'perdón, pues de pechos nobles', 'es tan propio el perdonarlas.']",15
